country,main_category,sub_category,hs_code,tax_rate_estimate,product_regulation,customs_documents,standards_note,tax_note,incentive_note,customs_note,source_note
Endonezya,Kimyasal Ürünler,Boya,3402,10.9,"Endonezya pazarına Boya ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Boya için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Endonezya için tahmini vergi oranı %10.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Endonezya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Endonezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Malezya,Kimyasal Ürünler,Boya,3402,8.9,"Malezya pazarına Boya ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Boya için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Malezya için tahmini vergi oranı %8.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Malezya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Malezya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Tayland,Kimyasal Ürünler,Boya,3402,9.2,"Tayland pazarına Boya ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Boya için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Tayland için tahmini vergi oranı %9.2. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Tayland pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Tayland gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Vietnam,Kimyasal Ürünler,Boya,3402,9.6,"Vietnam pazarına Boya ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Boya için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Vietnam için tahmini vergi oranı %9.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Vietnam pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Vietnam gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Rusya,Kimyasal Ürünler,Boya,3402,10.9,"Rusya pazarına Boya ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Boya için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Rusya için tahmini vergi oranı %10.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Rusya pazarı için teşvik değerlendirmesi prototip modelde 5/10 olarak alınmıştır.,"Rusya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Almanya,Kimyasal Ürünler,Yapıştırıcı,3402,7.9,"Almanya pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Almanya için tahmini vergi oranı %7.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Almanya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Almanya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
ABD,Kimyasal Ürünler,Yapıştırıcı,3402,10.1,"ABD pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","ABD için tahmini vergi oranı %10.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",ABD pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"ABD gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Fransa,Kimyasal Ürünler,Yapıştırıcı,3402,8.4,"Fransa pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Fransa için tahmini vergi oranı %8.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Fransa pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Fransa gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İngiltere,Kimyasal Ürünler,Yapıştırıcı,3402,8.6,"İngiltere pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İngiltere için tahmini vergi oranı %8.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İngiltere pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İngiltere gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Hollanda,Kimyasal Ürünler,Yapıştırıcı,3402,7.6,"Hollanda pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Hollanda için tahmini vergi oranı %7.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Hollanda pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Hollanda gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İtalya,Kimyasal Ürünler,Yapıştırıcı,3402,8.4,"İtalya pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İtalya için tahmini vergi oranı %8.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İtalya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İtalya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İspanya,Kimyasal Ürünler,Yapıştırıcı,3402,8.8,"İspanya pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İspanya için tahmini vergi oranı %8.8. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İspanya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"İspanya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Polonya,Kimyasal Ürünler,Yapıştırıcı,3402,8.1,"Polonya pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Polonya için tahmini vergi oranı %8.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Polonya pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Polonya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
BAE,Kimyasal Ürünler,Yapıştırıcı,3402,7.1,"BAE pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","BAE için tahmini vergi oranı %7.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",BAE pazarı için teşvik değerlendirmesi prototip modelde 10/10 olarak alınmıştır.,"BAE gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Suudi Arabistan,Kimyasal Ürünler,Yapıştırıcı,3402,7.6,"Suudi Arabistan pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Suudi Arabistan için tahmini vergi oranı %7.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Suudi Arabistan pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Suudi Arabistan gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Kanada,Kimyasal Ürünler,Yapıştırıcı,3402,9.4,"Kanada pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Kanada için tahmini vergi oranı %9.4. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Kanada pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Kanada gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
İsviçre,Kimyasal Ürünler,Yapıştırıcı,3402,8.0,"İsviçre pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","İsviçre için tahmini vergi oranı %8.0. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",İsviçre pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"İsviçre gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Japonya,Kimyasal Ürünler,Yapıştırıcı,3402,9.9,"Japonya pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Japonya için tahmini vergi oranı %9.9. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Japonya pazarı için teşvik değerlendirmesi prototip modelde 6/10 olarak alınmıştır.,"Japonya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Çin,Kimyasal Ürünler,Yapıştırıcı,3402,10.6,"Çin pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Çin için tahmini vergi oranı %10.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Çin pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Çin gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Güney Kore,Kimyasal Ürünler,Yapıştırıcı,3402,9.6,"Güney Kore pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Güney Kore için tahmini vergi oranı %9.6. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Güney Kore pazarı için teşvik değerlendirmesi prototip modelde 8/10 olarak alınmıştır.,"Güney Kore gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Singapur,Kimyasal Ürünler,Yapıştırıcı,3402,6.5,"Singapur pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Singapur için tahmini vergi oranı %6.5. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Singapur pazarı için teşvik değerlendirmesi prototip modelde 9/10 olarak alınmıştır.,"Singapur gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
Avustralya,Kimyasal Ürünler,Yapıştırıcı,3402,9.1,"Avustralya pazarına Yapıştırıcı ihracatında HS/GTİP 3402 kodu doğrulanmalı; ürün güvenliği, etiketleme, ambalaj ve teknik uygunluk şartları kontrol edilmelidir.",Ticari fatura; çeki listesi; taşıma belgesi; menşe şahadetnamesi; ihracat beyannamesi; gerekiyorsa CE/ISO/test raporu/sağlık belgesi.,"Kimyasal Ürünler / Yapıştırıcı için hedef ülkedeki teknik standartlar, etiket dili ve uygunluk belgeleri incelenmelidir.","Avustralya için tahmini vergi oranı %9.1. Nihai oran GTİP, menşe ve ticaret anlaşmalarına göre değişebilir.",Avustralya pazarı için teşvik değerlendirmesi prototip modelde 7/10 olarak alınmıştır.,"Avustralya gümrük sürecinde ürün sınıflandırması, menşe, fatura uyumu ve ürün bazlı belgeler kontrol edilir.",Demo/proxy veri; resmi veriyle güncellenebilir.
